user_id,password,nombre,telefono,correo,status,propiedadesVendidas,balance
bf15221a-4303-4ca2-9244-7513c108933a,!PV+#ocK)1uE,Aldemar Eduardo Castellanos Córdoba,(+57) 325 654 31 02,jdelgado@example.org,True,12,476749873.83
caa92eab-5e96-485b-b1f3-6a62febb2299,d32_j0ez*xzT,Robinson Amaya,573058313237,mosqueracarlos@example.com,True,15,162078028.5
c8f302f5-e27c-41cf-8e56-759b57adc95e,HfjIIU)B)1C),Fernanda Vallejo Martínez,57 604 682 42 25,edgar43@example.net,True,1,464549308.13
ee6c4e3a-8322-40d5-b9cf-2d20638c36a5,&ZVTrYsCu_4&,Edwin Gómez Campo,018004473647,pachecocecilia@example.com,False,3,28962583.25
ea8e9e98-470e-490e-b7dc-fdcef07028cf,Bz2KiQw5))_$,Didier Humberto Díaz,3078774701,pmora@example.org,True,1,365953797.42
99d15b2e-6355-4f3f-9df8-5b7d9f6a18cd,b7!*T7uH%$TE,Alonso Jorge Villamil Duarte,57 606 321 65 58,albertocastillo@example.org,True,12,382917214.65
6a43193d-b8eb-4aaa-a0e1-dd8de5b74122,^s_uQHXoV7PO,Enrique Luis Guerrero,573109749930,operez@example.net,True,10,473424339.85
c78c4771-bfcd-4885-86b9-de53b60d9c6f,w(3B+sIj#qg%,Cristian Alexander Pérez Barreto,(+57)3185497334,lorena44@example.net,True,4,263836893.71
806ab1b7-97da-4459-b978-748b61dba2f9,v^8)cLyrwl97,Omar Rojas,018004842199,olgacamacho@example.net,False,3,464456746.5
3db86d01-016c-4523-9fb9-52b599d21534,@6_xw+arNaK9,Alba Julieth Cuesta Barreto,573062067240,jimenezalberto@example.com,True,4,199496150.0
81636e57-9aee-49d9-baea-924c4db312d6,oM8(0Le1g(Pi,Rafael García Camacho,573027530463,vgallego@example.com,False,10,449807042.32
a91a0960-5691-47f9-9c66-c33033d565af,%(5WPseh(t9%,Camilo Iván Ortega,018003391878,ana91@example.org,False,1,123952806.83
3cac9143-1eeb-4b5a-9df7-39ad99b6770e,0pKcROse$)9T,Alejandra Ayala,(+57)3091065180,rengifozoraida@example.com,True,5,10517130.0
1bcef608-fcf0-4e5b-a653-54db3822672c,_tF6Lq)m(zH),Sebastián Bravo Vargas,312 431 06 90,adrianalopez@example.org,True,15,110108692.23
f21b4643-588d-4904-89a2-eb7fed774186,H5!3Xb9mgBWb,Adriana Marcela Velásquez Vega,573068705685,tparra@example.com,True,0,114470891.91
457426e3-4b9b-4188-b937-1e6dfc8dd9d4,wM%3IRG6$^LJ,Eduardo Calderón,576046139837,ronald03@example.org,True,5,35428674.94
96ccfc2a-56bb-4e84-93b2-dce46006a688,eH5*8WatErM3,Alexander José Alvarado,(+57) 605 304 89 96,sofiarivera@example.org,True,4,334488889.15
19d7fcef-2f01-4c54-b3db-c10c2f9f3725,_yZO0k0f5tIZ,Nidia Peña,301 203 87 50,bnavarro@example.org,True,12,66155924.36
c4276ee3-e5b8-41f8-b1cd-23e94ecef4f6,R!Pd8XitQ5X6,Tomás Miguel Vargas,304 101 66 68,amartinez@example.net,False,3,392309712.15
21710ada-a866-41a3-9d66-189696c0e0ca,&u5Sdd8uc8Sa,Leonor Amaya Castillo,(+57)6096429396,itovar@example.net,False,3,47162898.25
6ca4506b-5417-4250-9ec8-459ad9c01197,5^0XWxnYj^DS,Andrés Beltrán Bautista,(+57)6066142626,lopezjames@example.com,False,5,211789311.51
0e690169-b38c-4fb9-9d62-a89bd235c8b0,LTFnE&WC#1G&,Juan Ortiz Ortiz,(+57) 608 212 64 64,tatiana37@example.net,False,0,336682273.65
f153a1a2-ea99-4194-b560-a46e719781a3,CX#C4Amy_Bw2,Gerson Adolfo Valencia Castro,(+57) 315 193 98 28,cantilloesmeralda@example.net,True,0,201310641.05
34f66a54-8b3d-4f73-92a6-edff329cd3a5,1OY5aez^+NHZ,Gustavo Eliecer Vega,713 52 90,eduar61@example.org,False,1,124328166.96
c294719e-210a-4bec-b481-fca100b9fe4b,c4+MRs+zN9u8,Miguel Alberto Ramos,321 775 14 01,mirandajesus@example.net,True,12,224306773.92
b46bb5e1-1e0b-48be-aecb-ea2eee7de2cf,+CJ3lYfaHgrQ,Isabel Dayana Rosero Escobar,018002553714,osilva@example.com,False,2,139272572.33
3af92d97-1969-4a86-837c-77a5877c2725,oXLeAXl))11d,Alejandro Reyes Montoya,573082742257,lealjoaquin@example.com,True,1,221565372.53
27f60455-5dc9-4f84-bbba-8f630fd0f3cc,IOeK0Tkp(89U,Alexandra Marcela Ríos,57 318 078 36 13,german07@example.com,True,0,326072447.0
b5c09804-f4c4-4e44-aec2-f1593ef6d980,5lYDzY0_*1%D,Edisson Jorge Córdoba,+57 321 260 42 23,alejandrosalcedo@example.net,True,1,463183491.5
8c711c5a-f153-402d-a309-3564c2af72e8,F_kiHhdnLO4U,Elías Ernesto Medina,573237454589,carlosreyes@example.com,True,2,203207028.98
988c886b-cb10-4513-a00e-3dd8ed0400ad,n!u+UzJztr1q,Andrés Vergara,3006436110,virginiahernandez@example.org,False,3,432325197.02
bfd76f3b-0c26-47cb-a68a-e2c774749c28,d5n&l*FA!mDZ,Viviana Pérez,313 269 73 11,alfonsofernandez@example.com,True,2,189486559.49
569a99d4-079d-4e7f-b402-eb3859f0a2b1,#SWIudoaAQ3h,Jhon Antonio Henao García,6552696,cristianpedraza@example.org,False,4,463259036.78
7143565f-40c2-49a8-845d-06c80a8248c4,wH3BibHZ%+&^,William Castellanos Bernal,(+57)6072463031,davila@example.com,False,4,211503743.0
db3e3c96-91b7-45c0-838f-32b284a0f402,#!OD1AwFhqg(,Marcela Emilce Méndez,57 327 850 79 25,rociolopez@example.net,False,2,94948933.63
26c837f7-c5b1-4310-87bc-53aceb6ee655,p!$8uAb#lea+,Arley Jaramillo,57 607 280 23 80,xgaviria@example.com,True,0,289590145.41
8372c1b2-d910-45a2-9996-af38490406f5,!AYGVOj25i6!,Leonardo Edgar Rodríguez,(+57)3106413836,jsalamanca@example.net,True,5,28582636.45
8b72a319-f3fb-4f1d-8fc5-6bfa67652ac8,sLhUP8Nw%b)$,David Barbosa,+57 608 691 21 27,wgonzalez@example.org,False,12,459693565.42
28430303-96b5-4645-95a8-abc25878afc6,@n1#nCFzEPc7,Luz Luz Alzate González,+576052323651,bolivarelena@example.net,True,0,480389451.64
f2f7b00d-ea7d-4b3d-8a18-f7b0bdf8b19d,$uKBoGJEt^1_,Camilo Iván Martínez Castro,+57 607 663 83 80,fvasquez@example.com,True,2,34260666.35
9581ac35-49cb-4f77-9714-5c36827a768f,44sjazRi&y*F,Alexandra Lisbeth Giraldo Betancur,573023955905,luisdiaz@example.com,True,3,201887775.66
ba42234f-508e-4389-aa9b-791be0da786a,W1BCXlD1!q%h,Domingo Eduardo Valderrama,(+57) 319 154 52 26,lbernal@example.net,True,15,297259576.77
807168aa-68a3-4fbf-8164-ac21c0fcf1c1,V0AH)vwwG)5#,Vilma Patricia Sarmiento,57 305 521 57 04,tatianamartinez@example.com,True,8,328686582.24
6859739d-1a3d-4464-9cf6-e2a2e1ed0318,!6IrOxnkUi4L,Carolina Estefanía Pérez,(+57)6017815997,albertomejia@example.org,False,4,102129599.71
a80baffa-41e1-4932-971c-f717f1d8a5e0,fg7W5$Ur+$69,María Andrea Jiménez,571 46 77,bedoyayulieth@example.com,False,3,132807256.27
5213a66a-3c79-4b35-bc53-9c79a4b9a80d,M47%hbIo*x0S,Leidy María Pabón Forero,+57 329 899 21 72,millermontes@example.org,True,4,228612286.29
da886c8d-0d04-46f6-ac04-4976ed803a75,_WBfl&uS_6tG,Adriana Patricia Fernández,607 519 14 85,khoyos@example.net,True,0,229142761.31
951a2d14-42dd-4432-900f-ffa53c2bc675,c&Hrd$NtFD2T,Patricia Yurany Marín Luna,(+57) 306 913 73 67,armando82@example.org,True,1,268817202.05
d9ce1dcb-4570-4abf-8d15-fea151809092,#q2S#aE2FM8u,Orlando Juan Polo Fernández,315 241 40 60,guillermopatino@example.org,False,2,466629689.0
5a864553-0112-452f-9e4f-5fb867407f3f,I@jiItuW!6_3,Robinson Cruz Torres,573189691085,stella17@example.org,True,3,184763544.37
62adfeef-eef1-4c6c-ba1c-025ddd0280d1,esA+4sIuWa^f,Jhon Gómez Toro,+573053875842,elizabethortega@example.net,True,10,416872477.32
9bc0d949-eb0d-41b0-895e-de8e1df9d30c,4Uq5rFVc(#YU,Bibiana Liliana Jiménez,+576083223569,nelson21@example.com,False,15,491926655.13
f3d057a0-aec8-4f17-a5b2-873649aa34c1,^i0AOi&X0Hxo,Rolando Gregorio Tovar,(+57) 323 003 35 42,florezjuan@example.org,True,12,149689376.1
98d3fe4b-b966-40a0-adc6-1d84bacb9aa1,7CX%DsE1wtHq,Luz Amaya Mercado,+57 314 890 90 10,barrioselvira@example.com,True,2,132232960.74
9e37b1e1-8156-4c5d-a141-245fc101d116,c+J2QYdwsGX8,Ligia Marta Quiroz Mosquera,3242087375,mariasandoval@example.org,True,12,77723954.89
0712a75b-93ee-4504-bbdb-55a9fe2fdef7,^fsZLYq$mq#1,Luz Lizeth Gómez,+57 602 625 57 94,rosa66@example.com,False,15,105314827.4
edf52091-be2b-41b7-8290-0a96c025a889,*)fyo*tNU6Uz,Daniela Reyes Murcia,+573201450899,bryancamacho@example.com,False,3,343748564.4
d51ded6c-b7f5-479e-b240-8622c9364d4d,f)1Z+Nsv!vPM,Claudia Isabel Mora Caicedo,+57 316 317 79 71,hcardona@example.com,False,12,244265926.07
8e79343c-fb1f-47e2-ad30-3a30874c242a,SnkxZBTr&6nm,Esteban Manuel Cárdenas López,300 554 88 51,trianaemma@example.net,True,1,317142223.65
af6b418f-f1e7-42e8-ab59-02663ccb5480,(p3n2Dig%9Gr,Sindy Rodríguez Galvis,01 8006 978 292,sandranavarro@example.net,False,0,1772844.54
047726f8-4409-4463-8a1b-aec21c6a7406,i8x6L)Id&ATw,Sandra Edith Pacheco Cáceres,+57 609 828 85 15,igil@example.com,True,4,80790988.14
61876fc0-eba7-449a-b04e-24777f0566b6,G!%7k8ca%D3S,Astrid Blanca Moreno Páez,3106665800,adriana73@example.net,False,12,352833723.38
bbc18ed3-e5e8-4099-b3a3-79a4d0f612f6,)fXLt^xg(887,Felipe Eder Gómez,+573190947985,paezyolanda@example.org,True,1,37621930.04
c22546a7-e0c9-4ecc-b86f-f95f56c4c5d8,(243Cr4hRzNy,Antonio Armando Prada Vargas,576051561648,jose87@example.com,True,12,18014069.03
f9a11917-1a7c-4d67-8818-28171fc29f46,w$wR!%cjqJ5Q,María Becerra Gómez,(+57)6045024819,ogiraldo@example.com,False,15,276262548.37
a83cc3d8-8cfa-4ae0-bb72-ca79f13e9867,_XhVd^RakA1i,Carlos David Cano Bautista,018004245088,paolarodriguez@example.net,False,2,20914429.08
dabbdc8c-0e5d-472e-8b40-43945a335855,@f3tp_1x4(GT,Milena María López,57 325 523 14 91,yolandacardona@example.net,False,0,449462318.26
28414183-1dbc-4cda-a8f0-1f81e2418e6b,lw0B9SZl#cCN,Andrea Angie Sepúlveda,+57 609 183 41 10,nsolano@example.org,True,3,333466705.32
4fcc6c80-f9c6-4475-859e-5aa2c1dac81b,_HyVp)P&(7Ux,Inés Díaz Núñez,(+57) 602 575 03 73,cristina38@example.com,False,12,442067350.73
6c1b9462-1ded-4956-8f37-7c8bdc7ff192,*xY0UUkF!Vs^,Javier Salas Reyes,329 082 72 31,laura22@example.com,False,15,374738805.57
124c5ddd-552c-4cf9-b96b-61912c945620,_(NNzZI6)3)P,Beatriz Parra Tamayo,6083413797,alvarocarvajal@example.net,True,2,488103016.47
e6120229-e9ea-4c16-92df-248f4b84e25b,f_8V5G(fpIJ+,Melissa Contreras,57 607 917 29 80,carias@example.net,True,8,12393180.95
92950d6e-6faf-4223-a8e5-1f3dfbc17cd7,*tnUJ6its6SL,Beatriz Liliana Rojas,+573165126944,nospina@example.com,False,8,401117569.47
ccc618ea-c5ae-4085-9fa8-a6a8430b0b51,T6R$zUjH_p(z,Stiven Meneses Ávila,+576072260127,ortizastrid@example.net,True,4,79598921.49
841f4ac1-66bf-4f7b-a7ff-918824494c72,9x%90O!o&q2U,Gladys Mosquera Hoyos,3014656693,dazapatricia@example.org,True,8,436083391.45
6f77a9a1-255c-4714-9e06-cc0ba6ccb387,x8W2lU7I(99L,Horacio Julio Fuentes Uribe,(+57)3279071416,javiertorres@example.com,False,3,99786415.01
7928edeb-672d-47c3-a512-253d0eac7a24,6&b0WuNis7w(,Martha Elvira Perea Mosquera,601 811 79 08,antonio79@example.com,False,5,152595433.67
4cbe7c59-e91f-4adc-8938-8f16e00ade8a,()QJvhDpjL4M,Liliana Luz Morales Prieto,573084347955,leticiarojas@example.net,True,3,11832217.35
4b99baab-9242-45ac-aa34-fb346ebe1351,&y4mflOf2lgN,Iris Gaitán Delgado,+573174489061,luzaguilar@example.com,True,8,164130975.6
853a1352-0c73-4f82-b363-77f2414bebba,ETlDIlcW+a5y,Sergio Daniel García Ávila,(+57)3222569961,perezangela@example.com,True,4,175573064.54
1b44f463-4965-40dd-a8ec-8bdbb4c6ba94,j)6IL0o)56hh,María Estella Caicedo,6032681149,palvarez@example.net,False,12,165574934.11
7f851dd7-8e9b-4ffb-aabd-2a24a14d3214,#EtpMqva)#8F,Cristian Henao Álvarez,317 831 74 56,lucia00@example.net,True,1,438519205.79
26b409a4-f071-494c-afd9-f887105dd109,!u4P!Jr5!FI^,Néstor Torres García,57 308 944 84 63,diaznancy@example.net,False,2,290294866.87
2767f8d2-9469-4e1e-b22a-74f544d6a907,B+x@+9Pg!&@4,Gustavo José García Espinosa,(+57) 603 404 61 87,victor01@example.net,False,0,54201273.61
b0303169-d796-4315-9ef4-813cbfcfb8c6,2*&bXGxb+f3S,Alberto Murcia,(+57)3013650249,medinaolga@example.org,False,5,364272530.33
8842fe6d-5f02-4bd9-b191-b37dd0acf447,j6O9DEil++R*,Roberto Óscar Ramírez,+57 315 240 77 84,ldiaz@example.net,False,8,303104426.65
ed3e6b83-82ad-4373-b699-25f9a5dd8867,^99RFfZG1@p%,Juan Carrillo Castañeda,(+57) 602 994 56 51,gomezduvan@example.org,True,8,449752366.46
309d448e-4815-4886-990e-2187ebc725c5,*3aQd6Fb^uDO,Jaime Isaac Guerrero,57 310 948 01 41,everlopez@example.net,True,4,22193266.86
9aaa767d-369d-447c-8a4f-302bd0ec4333,UwTThVhb$J8k,Mónica Carvajal Saavedra,+573185566593,janethcaicedo@example.net,False,0,259960174.28
e78e0876-f0e3-4f71-b3c7-6c0f4b4dfdfe,#xA)r!y3*6vm,Ángela Sánchez,+57 305 933 44 19,njaramillo@example.net,True,5,215648699.81
36ce127f-ded7-4918-9143-bd917d70c006,e2*w#lGjuCP*,Valentina Barrera,+576036480589,luciagil@example.com,False,15,156957822.53
c51451bf-8c31-4ad6-9d45-8b98ab06d76d,Jk_8NhCh)Kdi,Blanca Lilian Silva Vargas,(+57) 306 591 16 65,liliana59@example.net,True,4,253561252.02
f4ad84e5-7752-4fd2-9ff4-bf11c23a644d,^Ku5Zof&g5X9,Lucía Leidy Quintero,018003388487,jhoncamacho@example.com,False,5,201200193.53
260022c5-16d7-4633-8212-7033ab4cf44b,9kXFa!b8!a4@,Yesenia Olga Hurtado,123 87 80,elkinsuarez@example.com,False,12,63643899.53
3d53ec14-264c-49e1-b331-0211dec6fc97,Az58%Luzzv^4,Dora Beatriz Buitrago,306 392 64 95,nrios@example.net,False,8,338658972.64
0a4ce5c9-6ea8-4f13-8134-ea0c0847e97b,$Q2zywvtBTwJ,Gilberto Camilo Peña,+573242312209,alberto93@example.net,True,15,284552627.43
1a7b2f4e-19f2-4193-be0c-9bf87e9f94e0,NPW1Wpy_2#i^,Lizeth María Carmona Rengifo,57 325 736 60 96,helena99@example.net,False,12,416862584.65
93372f1b-d011-4022-98f5-2b01ef1a1903,Lq!68yDoix2K,Mario Martínez,(+57) 322 771 81 29,ingridvalencia@example.org,False,4,105091342.44
92525e42-fcf9-4af4-bede-85bdf6745f8d,6dOkf)cL+3Gk,José Pérez Quintero,(+57) 605 822 20 64,antonio12@example.org,False,10,220893008.42
1c76d9c5-df9f-46b8-8bf4-af1bfd32f1fe,7!PpVNI^!6SX,María Romero Sánchez,576027994510,ceciliagutierrez@example.net,True,12,236593092.95
c8fad090-b2f7-48f1-a316-e4361db861a0,Uu&A2OxJ(9)d,Doris Viviana González Padilla,(+57) 321 794 69 54,alirio99@example.com,True,1,141893202.5
80a2a687-357b-408a-afaf-a892d3808423,*y!hY(olzIT2,Antonio Martínez,573188501556,roaelena@example.com,False,1,409211732.27
55ae77fd-be79-4f24-9526-cbf50c0e8611,0YsUCkIg*efB,Raúl Ariel Romero,(+57) 607 340 56 82,lealcesar@example.net,True,4,112320333.0
0f8b434c-3726-4e5c-abae-b4054882eccf,qF6CQpF#%&Pl,Arturo Cristian Guevara Sánchez,609 282 30 76,alvarezmaria@example.net,True,2,12212693.86
a78065fd-f2bd-4431-a7e3-d47753de30a4,!1UBQB28By(+,Sandra Carolina Ruiz,(+57) 606 949 32 14,bmartinez@example.com,True,10,305636986.53
204d7eec-ecad-4527-8d2f-e00cfd9708ce,HC0YdKEn2&l^,Luis Jesús Franco Castañeda,323 329 45 62,fabian57@example.com,True,10,207220505.5
446621f8-437d-475e-8363-d1d352ff47c5,8DOfIe*T^7MV,Eduardo Enrique Aguilar Vega,573295832197,vegagladis@example.net,True,8,247188584.51
01f1c6d2-5d57-4373-a118-02f5919aa796,(m6GOa&t%sC!,Jhon Escobar,+573035494651,avilajose@example.org,True,2,328029005.56
66491422-b1e1-4633-a425-d4fad50249ab,Ty0A#JVw(IK3,Elkin Mosquera Guerrero,3122010276,anabedoya@example.com,True,1,389210203.38
04b1a9b7-306a-43e9-8846-8a5adb83a70c,tPSLENWU+9PI,Amparo Rueda,57 608 997 12 84,guzmandavid@example.org,True,2,402054928.09
49a5b6a6-b896-4a8b-8199-8592947edbe0,_U1su!LtUCEV,Wilson Londoño,+576015792904,ggarcia@example.org,False,0,278702897.02
81703d20-ee8a-4450-a3ba-3bf7e157cad3,#9I0ViLl7dNl,Yuliana Gallego Peña,+57 313 723 95 04,martinezjimena@example.com,True,10,66669552.78
b4811d35-531f-47e6-9d5f-cc7908d204dd,eN_q!Mvcx(3t,Enrique Ortiz,604 949 67 39,javier25@example.net,False,12,493946226.53
ee66366e-61f9-4bcb-9e26-1bb96f531530,Q@0f6#X%Vd4N,Pablo Maldonado Ospina,573012447174,qaguirre@example.com,False,10,306326161.38
e698c81f-6d90-4f0d-8e40-4fba5c76186d,CmwMKOuX1%0i,Esteban Luis García Jaramillo,+57 307 072 00 64,diegorenteria@example.net,False,12,222956806.04
57f48e3e-4484-45ef-9df1-2adae6e23ad9,*7kR!wmNTvNc,Sebastián Domingo García,(+57)3243280634,otriana@example.net,True,10,225034878.62
51f3c410-4f1c-410c-ad9b-800b0ed1c202,_2fVOXgARnL7,Sandra Teresa Guzmán,018002931027,ortegagerardo@example.org,True,4,382906842.15
db5cc409-62d3-43fa-8034-7e03cf677f11,sm*XnUb(WX!2,Luis Héctor Vásquez,+573130925114,rafaelperez@example.com,False,3,137298723.46
07e212be-9f43-4c3a-a443-af1cf7bf6f53,kY0)r^!deV8E,Angélica Guzmán Peña,573090927914,yuliana83@example.org,True,4,117246789.01
3fcfaf5a-7c09-49a9-8c4e-07953672a71f,@PMYLy(+ot9+,Marina Claudia Cifuentes Uribe,576089108220,garcialeidy@example.com,False,5,446513416.4
0e1e4d3d-af00-473e-b8f4-17e5a5fb92c7,(4$I25Hy%K3X,Valentina Tulia Ramírez Hernández,+576036421776,sergioagudelo@example.net,True,2,75415329.01
67dc7e39-1e2f-40da-aba1-fec8fa9cff8f,)QH4NMcJq8K4,María Ortega,+57 320 686 71 77,anagallego@example.net,False,2,353209570.85
2aad7c59-defa-4e3e-aec8-dc72298b09a3,Z&NAeJhhLj#5,Ruby García,(+57)3180464989,fabiangarcia@example.com,True,8,203799684.83
3e2f2f38-c2f5-44dd-8c52-edeae2052fdf,GM$_ZdTj_5RB,Mateo César Salazar,+576092155778,rblanco@example.net,False,8,31132855.29
63958ad4-cd69-4716-9f08-c0cecd1876e9,&GGw^0o_^31@,Javier Daniel Franco Jiménez,(+57)6066038569,svega@example.net,False,8,452419239.17
c4d2e7a6-f599-43ef-a93c-62acc6f1b8d7,AkE99o_9wX%z,María Cecilia Hernández,+57 305 238 05 52,yesica28@example.com,True,15,190190514.46
cabc42aa-12d8-4009-a0f4-0fe7201d691f,+*SPZOskhzb2,Bernardo Carlos Caicedo Álvarez,(+57) 319 375 15 09,juantorres@example.com,True,5,149306326.19
011052a9-467a-4f0d-9db4-3c26e47a6bbd,21WQtE_m*F9E,Alfredo Camilo Marín Pérez,573262991234,hojeda@example.com,False,8,269110283.81
